date,instance_id,instance_type,region,environment,cpu_utilization_avg,cpu_utilization_max,hours_running,cost_inr
2026-04-06,i-stag-002,t3.medium,us-east-1,staging,66.0,79.29,10,40.0
2026-02-05,i-dev-002,t3.medium,ap-south-1,dev,1.36,4.48,24,96.0
2026-03-26,i-dev-004,t3.medium,eu-west-1,dev,68.11,86.51,10,40.0
2026-03-21,i-stag-002,t3.medium,us-east-1,staging,47.3,59.62,4,16.0
2026-03-05,i-dev-004,t3.medium,eu-west-1,dev,42.37,59.71,10,40.0
2026-03-21,i-dev-004,t3.medium,eu-west-1,dev,32.05,39.15,4,16.0
2026-01-31,i-stag-002,t3.medium,us-east-1,staging,36.34,53.37,4,16.0
2026-02-22,i-dev-004,t3.medium,eu-west-1,dev,45.96,55.27,4,16.0
2026-03-19,i-test-002,t3.medium,us-east-1,test,47.12,66.77,10,40.0
2026-04-15,i-test-001,t3.medium,ap-south-1,test,1.02,1.13,24,96.0
2026-04-24,i-dev-001,t3.medium,ap-south-1,dev,1.54,6.39,24,96.0
2026-03-11,i-dev-004,t3.medium,eu-west-1,dev,63.66,80.84,10,40.0
2026-04-17,i-dev-003,t3.large,us-east-1,dev,2.06,8.96,24,192.0
2026-02-21,i-dev-003,t3.large,us-east-1,dev,4.49,6.87,24,192.0
2026-02-27,i-dev-004,t3.medium,eu-west-1,dev,61.03,78.03,10,40.0
2026-04-07,i-prod-005,t3.large,ap-south-1,prod,58.88,73.95,24,192.0
2026-02-13,i-stag-002,t3.medium,us-east-1,staging,54.17,67.97,10,40.0
2026-03-31,i-dev-004,t3.medium,eu-west-1,dev,73.1,92.24,10,40.0
2026-02-12,i-dev-001,t3.medium,ap-south-1,dev,3.26,3.46,24,96.0
2026-04-20,i-prod-002,m5.xlarge,ap-south-1,prod,42.54,50.82,24,432.0
2026-03-23,i-prod-003,m5.xlarge,us-east-1,prod,60.54,70.97,24,432.0
2026-04-14,i-prod-006,m5.xlarge,us-east-1,prod,62.24,71.3,24,432.0
2026-02-05,i-prod-004,r5.xlarge,eu-west-1,prod,65.81,84.16,24,576.0
2026-04-08,i-dev-002,t3.medium,ap-south-1,dev,0.56,3.48,24,96.0
2026-02-03,i-dev-001,t3.medium,ap-south-1,dev,2.93,2.97,24,96.0
2026-04-19,i-dev-004,t3.medium,eu-west-1,dev,35.67,43.62,4,16.0
2026-02-17,i-ml-001,m5.2xlarge,ap-south-1,prod,25.25,97.06,24,864.0
2026-03-17,i-stag-001,t3.large,ap-south-1,staging,66.99,77.7,10,80.0
2026-02-04,i-dev-003,t3.large,us-east-1,dev,3.78,11.27,24,192.0
2026-02-27,i-ml-001,m5.2xlarge,ap-south-1,prod,21.3,90.28,24,864.0
2026-04-27,i-prod-003,m5.xlarge,us-east-1,prod,48.01,64.76,24,432.0
2026-02-09,i-prod-004,r5.xlarge,eu-west-1,prod,35.35,42.11,24,576.0
2026-02-04,i-prod-001,m5.2xlarge,ap-south-1,prod,40.98,60.57,24,864.0
2026-04-04,i-prod-003,m5.xlarge,us-east-1,prod,52.81,63.95,24,432.0
2026-04-19,i-prod-006,m5.xlarge,us-east-1,prod,44.12,57.19,24,432.0
2026-03-10,i-prod-001,m5.2xlarge,ap-south-1,prod,66.07,85.46,24,864.0
2026-03-23,i-dev-002,t3.medium,ap-south-1,dev,2.73,4.45,24,96.0
2026-03-09,i-dev-003,t3.large,us-east-1,dev,5.14,11.01,24,192.0
2026-02-28,i-dev-004,t3.medium,eu-west-1,dev,33.25,38.71,4,16.0
2026-03-17,i-test-002,t3.medium,us-east-1,test,74.26,81.37,10,40.0
2026-02-11,i-dev-001,t3.medium,ap-south-1,dev,1.9,4.85,24,96.0
2026-02-17,i-prod-002,m5.xlarge,ap-south-1,prod,71.44,89.49,24,432.0
2026-04-26,i-prod-004,r5.xlarge,eu-west-1,prod,40.41,52.95,24,576.0
2026-03-29,i-ml-001,m5.2xlarge,ap-south-1,prod,29.25,80.99,24,864.0
2026-02-14,i-dev-004,t3.medium,eu-west-1,dev,41.46,56.68,4,16.0
2026-03-03,i-stag-002,t3.medium,us-east-1,staging,59.31,65.9,10,40.0
2026-04-28,i-prod-002,m5.xlarge,ap-south-1,prod,56.25,61.42,24,432.0
2026-03-08,i-prod-005,t3.large,ap-south-1,prod,48.13,55.74,24,192.0
2026-02-06,i-test-001,t3.medium,ap-south-1,test,3.93,7.22,24,96.0
2026-03-13,i-stag-002,t3.medium,us-east-1,staging,69.45,89.39,10,40.0
2026-04-22,i-prod-003,m5.xlarge,us-east-1,prod,73.27,88.29,24,432.0
2026-03-24,i-stag-001,t3.large,ap-south-1,staging,44.0,59.16,10,80.0
2026-03-21,i-prod-001,m5.2xlarge,ap-south-1,prod,34.22,52.87,24,864.0
2026-03-05,i-prod-003,m5.xlarge,us-east-1,prod,38.15,53.37,24,432.0
2026-03-13,i-prod-004,r5.xlarge,eu-west-1,prod,,78.58,24,576.0
2026-04-07,i-dev-001,t3.medium,ap-south-1,dev,2.57,3.47,24,96.0
2026-04-24,i-test-001,t3.medium,ap-south-1,test,1.94,6.05,24,96.0
2026-03-31,i-stag-002,t3.medium,us-east-1,staging,65.24,81.95,10,40.0
2026-04-22,i-dev-003,t3.large,us-east-1,dev,2.72,9.39,24,192.0
2026-02-07,i-stag-001,t3.large,ap-south-1,staging,66.65,75.88,4,32.0
2026-03-23,i-dev-003,t3.large,us-east-1,dev,4.26,11.03,24,192.0
2026-03-26,i-prod-005,t3.large,ap-south-1,prod,68.86,82.69,24,192.0
2026-02-06,i-dev-004,t3.medium,eu-west-1,dev,46.86,61.25,10,40.0
2026-03-02,i-dev-001,t3.medium,ap-south-1,dev,4.24,5.82,24,96.0
2026-03-20,i-prod-006,m5.xlarge,us-east-1,prod,61.67,74.78,24,432.0
2026-04-17,i-prod-003,m5.xlarge,us-east-1,prod,65.06,79.21,24,432.0
2026-04-03,i-prod-006,m5.xlarge,us-east-1,prod,59.55,68.15,24,432.0
2026-02-02,i-test-001,t3.medium,ap-south-1,test,0.57,3.13,24,96.0
2026-03-11,i-prod-004,r5.xlarge,eu-west-1,prod,34.43,49.33,24,576.0
2026-03-23,i-stag-001,t3.large,ap-south-1,staging,54.03,61.16,10,80.0
2026-03-26,i-prod-006,m5.xlarge,us-east-1,prod,42.86,50.91,24,432.0
2026-02-06,i-ml-001,m5.2xlarge,ap-south-1,prod,34.64,97.86,24,864.0
2026-03-14,i-dev-004,t3.medium,eu-west-1,dev,45.05,50.45,4,16.0
2026-04-13,i-stag-001,t3.large,ap-south-1,staging,44.45,52.75,10,80.0
2026-03-15,i-dev-002,t3.medium,ap-south-1,dev,3.61,3.93,24,96.0
2026-02-06,i-prod-001,m5.2xlarge,ap-south-1,prod,61.32,72.45,24,864.0
2026-03-13,i-prod-006,m5.xlarge,us-east-1,prod,39.11,58.48,24,432.0
2026-02-23,i-dev-002,t3.medium,ap-south-1,dev,3.53,7.01,24,96.0
2026-02-16,i-test-002,t3.medium,us-east-1,test,49.09,65.13,10,40.0
2026-03-14,i-dev-003,t3.large,us-east-1,dev,3.94,5.41,24,192.0
2026-04-02,i-prod-006,m5.xlarge,us-east-1,prod,89.32,95.6,24,1728.0
2026-03-25,i-test-001,t3.medium,ap-south-1,test,2.08,2.28,24,96.0
2026-03-28,i-dev-004,t3.medium,eu-west-1,dev,42.79,49.8,4,16.0
2026-02-02,i-prod-002,m5.xlarge,ap-south-1,prod,46.36,65.94,24,432.0
2026-04-18,i-test-001,t3.medium,ap-south-1,test,0.83,3.25,24,96.0
2026-04-06,i-prod-002,m5.xlarge,ap-south-1,prod,63.05,73.82,24,432.0
2026-03-29,i-stag-001,t3.large,ap-south-1,staging,52.22,63.04,4,32.0
2026-03-22,i-dev-001,t3.medium,ap-south-1,dev,2.14,6.68,24,96.0
2026-01-30,i-prod-005,t3.large,ap-south-1,prod,67.46,75.65,24,192.0
2026-04-06,i-test-002,t3.medium,us-east-1,test,32.33,45.57,10,40.0
2026-02-16,i-dev-001,t3.medium,ap-south-1,dev,4.29,5.06,24,96.0
2026-04-12,i-prod-006,m5.xlarge,us-east-1,prod,36.43,51.81,24,432.0
2026-04-23,i-prod-005,t3.large,ap-south-1,prod,48.5,59.54,24,192.0
2026-02-28,i-dev-001,t3.medium,ap-south-1,dev,2.49,5.27,24,96.0
2026-04-06,i-test-001,t3.medium,ap-south-1,test,4.12,4.19,24,96.0
2026-03-26,i-test-001,t3.medium,ap-south-1,test,4.03,6.28,24,96.0
2026-04-21,i-stag-001,t3.large,ap-south-1,staging,31.57,44.84,10,80.0
2026-02-19,i-prod-005,t3.large,ap-south-1,prod,58.09,69.23,24,192.0
2026-04-11,i-test-001,t3.medium,ap-south-1,test,2.93,4.16,24,96.0
2026-02-19,i-test-002,t3.medium,us-east-1,test,55.94,65.05,10,40.0
2026-02-08,i-ml-001,m5.2xlarge,ap-south-1,prod,38.83,87.15,24,864.0
2026-03-09,i-prod-005,t3.large,ap-south-1,prod,43.65,50.16,24,192.0
2026-02-02,i-prod-006,m5.xlarge,us-east-1,prod,70.87,79.47,24,432.0
2026-04-11,i-dev-002,t3.medium,ap-south-1,dev,0.83,0.93,24,96.0
2026-03-19,i-stag-001,t3.large,ap-south-1,staging,61.24,73.93,10,80.0
2026-03-26,i-dev-001,t3.medium,ap-south-1,dev,2.13,6.27,24,96.0
2026-03-02,i-prod-006,m5.xlarge,us-east-1,prod,39.26,45.94,24,432.0
2026-04-04,i-dev-004,t3.medium,eu-west-1,dev,73.51,81.87,4,16.0
2026-03-14,i-dev-001,t3.medium,ap-south-1,dev,3.64,4.23,24,96.0
2026-02-25,i-dev-002,t3.medium,ap-south-1,dev,4.38,8.12,24,96.0
2026-03-05,i-prod-002,m5.xlarge,ap-south-1,prod,42.27,53.47,24,432.0
2026-02-20,i-prod-006,m5.xlarge,us-east-1,prod,33.73,47.77,24,432.0
2026-01-31,i-prod-005,t3.large,ap-south-1,prod,38.82,44.5,24,192.0
2026-03-16,i-dev-002,t3.medium,ap-south-1,dev,1.16,5.89,24,96.0
2026-02-01,i-prod-006,m5.xlarge,us-east-1,prod,41.22,52.37,24,432.0
2026-03-31,i-prod-003,m5.xlarge,us-east-1,prod,35.41,44.39,24,432.0
2026-03-26,i-prod-003,m5.xlarge,us-east-1,prod,69.47,88.63,24,432.0
2026-04-21,i-dev-003,t3.large,us-east-1,dev,2.41,3.79,24,192.0
2026-02-26,i-prod-003,m5.xlarge,us-east-1,prod,36.8,48.28,24,432.0
2026-04-01,i-prod-006,m5.xlarge,us-east-1,prod,64.42,85.11,24,1728.0
2026-03-06,i-test-001,t3.medium,ap-south-1,test,3.1,5.77,24,96.0
2026-03-21,i-dev-001,t3.medium,ap-south-1,dev,4.3,7.31,24,96.0
2026-04-10,i-test-001,t3.medium,ap-south-1,test,1.93,3.7,24,96.0
2026-02-15,i-prod-006,m5.xlarge,us-east-1,prod,69.47,80.36,24,432.0
2026-03-23,i-prod-005,t3.large,ap-south-1,prod,57.57,75.67,24,192.0
2026-03-03,i-dev-002,t3.medium,ap-south-1,dev,2.13,6.48,24,96.0
2026-02-09,i-prod-005,t3.large,ap-south-1,prod,63.57,77.32,24,192.0
2026-04-04,i-prod-002,m5.xlarge,ap-south-1,prod,33.2,39.24,24,432.0
2026-03-27,i-test-002,t3.medium,us-east-1,test,52.53,69.45,10,40.0
2026-03-12,i-dev-003,t3.large,us-east-1,dev,3.71,8.43,24,192.0
2026-03-16,i-dev-003,t3.large,us-east-1,dev,4.35,8.04,24,192.0
2026-03-08,i-ml-001,m5.2xlarge,ap-south-1,prod,25.4,91.77,24,864.0
2026-04-27,i-prod-001,m5.2xlarge,ap-south-1,prod,47.78,63.71,24,864.0
2026-01-31,i-prod-003,m5.xlarge,us-east-1,prod,64.88,83.97,24,432.0
2026-02-07,i-stag-002,t3.medium,us-east-1,staging,61.35,75.79,4,16.0
2026-04-01,i-test-001,t3.medium,ap-south-1,test,3.87,8.78,24,96.0
2026-04-05,i-prod-006,m5.xlarge,us-east-1,prod,41.94,55.96,24,432.0
2026-04-29,i-dev-001,t3.medium,ap-south-1,dev,1.94,5.3,24,96.0
2026-02-11,i-dev-003,t3.large,us-east-1,dev,3.57,9.84,24,192.0
2026-04-06,i-prod-003,m5.xlarge,us-east-1,prod,67.75,72.93,24,432.0
2026-04-29,i-dev-003,t3.large,us-east-1,dev,5.94,13.76,24,192.0
2026-03-11,i-stag-001,t3.large,ap-south-1,staging,58.11,68.84,10,80.0
2026-02-11,i-prod-001,m5.2xlarge,ap-south-1,prod,72.93,87.02,24,864.0
2026-02-19,i-prod-002,m5.xlarge,ap-south-1,prod,56.24,67.56,24,432.0
2026-03-04,i-prod-002,m5.xlarge,ap-south-1,prod,47.49,59.22,24,432.0
2026-04-21,i-dev-002,t3.medium,ap-south-1,dev,3.4,3.96,24,96.0
2026-04-16,i-dev-002,t3.medium,ap-south-1,dev,3.36,6.33,24,96.0
2026-04-15,i-dev-002,t3.medium,ap-south-1,dev,4.5,6.13,24,96.0
2026-03-05,i-stag-002,t3.medium,us-east-1,staging,57.07,74.36,10,40.0
2026-04-11,i-prod-005,t3.large,ap-south-1,prod,63.68,75.26,24,192.0
2026-03-02,i-dev-004,t3.medium,eu-west-1,dev,58.76,76.78,10,40.0
2026-02-09,i-stag-002,t3.medium,us-east-1,staging,73.64,79.29,10,40.0
2026-01-31,i-prod-002,m5.xlarge,ap-south-1,prod,54.6,62.37,24,432.0
2026-04-11,i-stag-002,t3.medium,us-east-1,staging,37.44,42.47,4,16.0
2026-03-07,i-stag-001,t3.large,ap-south-1,staging,74.66,93.57,4,32.0
2026-03-14,i-test-002,t3.medium,us-east-1,test,43.44,62.55,4,16.0
2026-04-14,i-ml-001,m5.2xlarge,ap-south-1,prod,26.62,92.58,24,864.0
2026-04-07,i-ml-001,m5.2xlarge,ap-south-1,prod,21.92,81.44,24,864.0
2026-04-16,i-dev-003,t3.large,us-east-1,dev,3.27,8.67,24,192.0
2026-04-03,i-ml-001,m5.2xlarge,ap-south-1,prod,25.12,91.23,24,864.0
2026-04-25,i-test-002,t3.medium,us-east-1,test,34.76,45.09,4,16.0
2026-02-17,i-test-002,t3.medium,us-east-1,test,56.79,62.8,10,40.0
2026-03-24,i-prod-003,m5.xlarge,us-east-1,prod,37.51,48.97,24,432.0
2026-02-14,i-prod-001,m5.2xlarge,ap-south-1,prod,74.21,80.89,24,864.0
2026-01-31,i-dev-004,t3.medium,eu-west-1,dev,46.13,52.87,4,16.0
2026-02-28,i-prod-003,m5.xlarge,us-east-1,prod,70.27,83.48,24,432.0
2026-04-28,i-dev-004,t3.medium,eu-west-1,dev,32.31,44.7,10,40.0
2026-02-14,i-prod-005,t3.large,ap-south-1,prod,42.6,59.14,24,192.0
2026-02-01,i-stag-002,t3.medium,us-east-1,staging,37.25,56.2,4,16.0
2026-03-20,i-ml-001,m5.2xlarge,ap-south-1,prod,40.78,91.38,24,864.0
2026-04-09,i-dev-003,t3.large,us-east-1,dev,4.08,10.03,24,192.0
2026-03-02,i-prod-005,t3.large,ap-south-1,prod,66.26,80.04,24,192.0
2026-04-18,i-prod-002,m5.xlarge,ap-south-1,prod,66.76,84.55,24,432.0
2026-04-29,i-dev-004,t3.medium,eu-west-1,dev,59.67,73.34,10,40.0
2026-03-16,i-test-001,t3.medium,ap-south-1,test,2.55,6.58,24,96.0
2026-04-23,i-test-002,t3.medium,us-east-1,test,59.64,78.61,10,40.0
2026-03-13,i-dev-002,t3.medium,ap-south-1,dev,2.87,4.83,24,96.0
2026-04-19,i-prod-002,m5.xlarge,ap-south-1,prod,33.7,45.6,24,432.0
2026-04-16,i-prod-006,m5.xlarge,us-east-1,prod,47.52,55.95,24,432.0
2026-04-22,i-test-002,t3.medium,us-east-1,test,56.78,64.04,10,40.0
2026-03-24,i-prod-006,m5.xlarge,us-east-1,prod,45.33,51.4,24,432.0
2026-02-09,i-dev-003,t3.large,us-east-1,dev,4.15,9.71,24,192.0
2026-04-03,i-dev-004,t3.medium,eu-west-1,dev,42.71,53.01,10,40.0
2026-03-25,i-dev-004,t3.medium,eu-west-1,dev,55.62,69.93,10,40.0
2026-04-17,i-dev-002,t3.medium,ap-south-1,dev,4.02,8.44,24,96.0
2026-03-29,i-stag-002,t3.medium,us-east-1,staging,61.67,66.74,4,16.0
2026-03-31,i-test-002,t3.medium,us-east-1,test,33.4,43.89,10,40.0
2026-02-09,i-prod-003,m5.xlarge,us-east-1,prod,30.51,42.54,24,432.0
2026-04-23,i-dev-001,t3.medium,ap-south-1,dev,3.82,4.42,24,96.0
2026-03-04,i-ml-001,m5.2xlarge,ap-south-1,prod,27.68,95.26,24,864.0
2026-04-15,i-dev-003,t3.large,us-east-1,dev,5.03,11.9,24,192.0
2026-04-16,i-dev-004,t3.medium,eu-west-1,dev,46.79,65.92,10,40.0
2026-02-05,i-test-002,t3.medium,us-east-1,test,42.19,53.77,10,40.0
2026-03-10,i-prod-002,m5.xlarge,ap-south-1,prod,34.94,48.16,24,432.0
2026-04-20,i-test-002,t3.medium,us-east-1,test,39.34,47.91,10,40.0
2026-02-02,i-dev-001,t3.medium,ap-south-1,dev,3.41,5.25,24,96.0
2026-02-09,i-prod-002,m5.xlarge,ap-south-1,prod,70.79,77.45,24,432.0
2026-02-25,i-test-002,t3.medium,us-east-1,test,74.87,86.26,10,40.0
2026-02-12,i-test-001,t3.medium,ap-south-1,test,1.34,3.19,24,96.0
2026-04-26,i-stag-001,t3.large,ap-south-1,staging,58.34,69.39,4,32.0
2026-04-14,i-test-001,t3.medium,ap-south-1,test,1.8,3.15,24,96.0
2026-01-30,i-dev-001,t3.medium,ap-south-1,dev,2.32,6.25,24,96.0
2026-04-07,i-dev-002,t3.medium,ap-south-1,dev,0.95,2.97,24,96.0
2026-04-10,i-dev-003,t3.large,us-east-1,dev,1.55,3.87,24,192.0
2026-03-01,i-prod-003,m5.xlarge,us-east-1,prod,70.53,81.86,24,432.0
2026-02-15,i-test-002,t3.medium,us-east-1,test,65.49,72.76,4,16.0
2026-03-30,i-dev-004,t3.medium,eu-west-1,dev,52.18,63.24,10,40.0
2026-04-19,i-test-002,t3.medium,us-east-1,test,52.03,66.7,4,16.0
2026-03-29,i-dev-003,t3.large,us-east-1,dev,2.49,3.33,24,192.0
2026-04-26,i-prod-003,m5.xlarge,us-east-1,prod,37.57,55.76,24,432.0
2026-03-12,i-dev-001,t3.medium,ap-south-1,dev,3.4,7.49,24,96.0
2026-02-22,i-prod-001,m5.2xlarge,ap-south-1,prod,61.33,71.43,24,864.0
2026-04-18,i-dev-001,t3.medium,ap-south-1,dev,1.43,2.08,24,96.0
2026-02-16,i-stag-002,t3.medium,us-east-1,staging,56.25,67.27,10,40.0
2026-02-09,i-prod-001,m5.2xlarge,ap-south-1,prod,64.97,78.35,24,864.0
2026-03-02,i-stag-002,t3.medium,us-east-1,staging,31.77,38.6,10,40.0
2026-03-13,i-dev-003,t3.large,us-east-1,dev,4.48,4.5,24,192.0
2026-03-21,i-prod-005,t3.large,ap-south-1,prod,70.16,81.81,24,192.0
2026-04-25,i-ml-001,m5.2xlarge,ap-south-1,prod,36.9,92.51,24,864.0
2026-03-07,i-dev-003,t3.large,us-east-1,dev,1.18,3.61,24,192.0
2026-04-01,i-test-002,t3.medium,us-east-1,test,68.42,77.05,10,40.0
2026-03-03,i-dev-001,t3.medium,ap-south-1,dev,4.5,4.74,24,96.0
2026-04-22,i-stag-001,t3.large,ap-south-1,staging,42.67,62.12,10,80.0
2026-02-08,i-dev-004,t3.medium,eu-west-1,dev,61.78,68.0,4,16.0
2026-02-25,i-test-001,t3.medium,ap-south-1,test,3.23,5.46,24,96.0
2026-04-03,i-dev-002,t3.medium,ap-south-1,dev,4.3,7.21,24,96.0
2026-04-25,i-dev-002,t3.medium,ap-south-1,dev,2.95,7.64,24,96.0
2026-03-14,i-ml-001,m5.2xlarge,ap-south-1,prod,30.74,96.58,24,864.0
2026-03-01,i-test-002,t3.medium,us-east-1,test,50.42,58.96,4,16.0
2026-02-11,i-stag-001,t3.large,ap-south-1,staging,63.98,78.29,10,80.0
2026-04-16,i-stag-002,t3.medium,us-east-1,staging,53.75,61.92,10,40.0
2026-03-11,i-dev-001,t3.medium,ap-south-1,dev,3.08,5.73,24,96.0
2026-02-08,i-dev-001,t3.medium,ap-south-1,dev,0.97,1.68,24,96.0
2026-03-21,i-prod-002,m5.xlarge,ap-south-1,prod,67.32,85.5,24,432.0
2026-04-05,i-stag-001,t3.large,ap-south-1,staging,62.15,78.53,4,32.0
2026-02-12,i-prod-003,m5.xlarge,us-east-1,prod,58.84,66.57,24,432.0
2026-03-29,i-test-002,t3.medium,us-east-1,test,50.6,58.73,4,16.0
2026-02-17,i-dev-002,t3.medium,ap-south-1,dev,1.95,4.85,24,96.0
2026-02-18,i-dev-001,t3.medium,ap-south-1,dev,1.39,2.54,24,96.0
2026-04-22,i-ml-001,m5.2xlarge,ap-south-1,prod,31.17,89.53,24,864.0
2026-02-25,i-dev-003,t3.large,us-east-1,dev,4.79,4.99,24,192.0
2026-02-07,i-prod-003,m5.xlarge,us-east-1,prod,73.25,91.83,24,432.0
2026-02-12,i-stag-002,t3.medium,us-east-1,staging,39.29,49.75,10,40.0
2026-03-26,i-dev-003,t3.large,us-east-1,dev,1.55,8.38,24,192.0
2026-02-15,i-stag-001,t3.large,ap-south-1,staging,49.76,60.42,4,32.0
2026-04-26,i-dev-004,t3.medium,eu-west-1,dev,41.3,58.97,4,16.0
2026-04-25,i-test-001,t3.medium,ap-south-1,test,2.95,4.81,24,96.0
2026-04-16,i-test-002,t3.medium,us-east-1,test,59.19,68.32,10,40.0
2026-02-24,i-dev-002,t3.medium,ap-south-1,dev,3.29,6.69,24,96.0
2026-03-27,i-ml-001,m5.2xlarge,ap-south-1,prod,21.26,81.39,24,864.0
2026-02-13,i-dev-002,t3.medium,ap-south-1,dev,1.95,5.18,24,96.0
2026-03-13,i-dev-004,t3.medium,eu-west-1,dev,46.0,62.91,10,40.0
2026-01-30,i-prod-002,m5.xlarge,ap-south-1,prod,56.94,64.28,24,432.0
2026-02-06,i-stag-002,t3.medium,us-east-1,staging,68.5,84.05,10,40.0
2026-03-17,i-dev-001,t3.medium,ap-south-1,dev,1.65,5.61,24,96.0
2026-04-27,i-prod-004,r5.xlarge,eu-west-1,prod,74.56,79.95,24,576.0
2026-04-03,i-stag-001,t3.large,ap-south-1,staging,71.32,77.85,10,80.0
2026-04-20,i-stag-001,t3.large,ap-south-1,staging,65.82,73.44,10,80.0
2026-04-22,i-prod-005,t3.large,ap-south-1,prod,44.29,62.01,24,192.0
2026-02-28,i-stag-001,t3.large,ap-south-1,staging,39.86,59.5,4,32.0
2026-04-15,i-dev-004,t3.medium,eu-west-1,dev,40.87,46.47,10,40.0
2026-03-15,i-prod-004,r5.xlarge,eu-west-1,prod,62.83,79.31,24,576.0
2026-04-23,i-stag-002,t3.medium,us-east-1,staging,38.31,48.44,10,40.0
2026-02-20,i-prod-003,m5.xlarge,us-east-1,prod,59.93,67.56,24,432.0
2026-03-14,i-prod-004,r5.xlarge,eu-west-1,prod,65.49,78.25,24,576.0
2026-03-18,i-prod-005,t3.large,ap-south-1,prod,37.47,55.7,24,192.0
2026-04-04,i-test-001,t3.medium,ap-south-1,test,3.47,7.71,24,96.0
2026-03-12,i-test-001,t3.medium,ap-south-1,test,3.99,7.17,24,96.0
2026-03-13,i-prod-003,m5.xlarge,us-east-1,prod,57.72,65.54,24,432.0
2026-04-29,i-prod-001,m5.2xlarge,ap-south-1,prod,42.07,52.48,24,864.0
2026-04-24,i-prod-004,r5.xlarge,eu-west-1,prod,74.13,82.35,24,576.0
2026-03-24,i-prod-001,m5.2xlarge,ap-south-1,prod,56.2,66.77,24,864.0
2026-03-14,i-prod-001,m5.2xlarge,ap-south-1,prod,66.22,75.27,24,864.0
2026-04-07,i-stag-002,t3.medium,us-east-1,staging,49.44,69.15,10,40.0
2026-03-08,i-prod-002,m5.xlarge,ap-south-1,prod,35.24,52.5,24,432.0
2026-03-16,i-stag-001,t3.large,ap-south-1,staging,35.16,53.07,10,80.0
2026-03-09,i-stag-002,t3.medium,us-east-1,staging,58.08,70.98,10,40.0
2026-04-13,i-ml-001,m5.2xlarge,ap-south-1,prod,32.95,82.67,24,864.0
2026-04-18,i-test-002,t3.medium,us-east-1,test,55.35,72.41,4,16.0
2026-03-05,i-ml-001,m5.2xlarge,ap-south-1,prod,38.42,96.39,24,864.0
2026-04-10,i-dev-002,t3.medium,ap-south-1,dev,4.03,8.1,24,96.0
2026-03-07,i-prod-001,m5.2xlarge,ap-south-1,prod,50.93,56.84,24,864.0
2026-04-19,i-dev-002,t3.medium,ap-south-1,dev,1.95,6.24,24,96.0
2026-03-20,i-test-002,t3.medium,us-east-1,test,68.51,81.33,10,40.0
2026-04-24,i-stag-001,t3.large,ap-south-1,staging,37.76,51.28,10,80.0
2026-03-03,i-prod-005,t3.large,ap-south-1,prod,69.1,82.66,24,192.0
2026-02-05,i-prod-006,m5.xlarge,us-east-1,prod,31.62,43.6,24,432.0
2026-04-08,i-prod-001,m5.2xlarge,ap-south-1,prod,43.38,49.76,24,864.0
2026-03-08,i-dev-001,t3.medium,ap-south-1,dev,3.56,4.43,24,96.0
2026-03-20,i-stag-002,t3.medium,us-east-1,staging,43.56,57.53,10,40.0
2026-03-28,i-dev-001,t3.medium,ap-south-1,dev,3.36,7.47,24,96.0
2026-03-30,i-stag-001,t3.large,ap-south-1,staging,38.96,57.32,10,80.0
2026-04-09,i-prod-004,r5.xlarge,eu-west-1,prod,38.97,57.13,24,576.0
2026-02-12,i-dev-004,t3.medium,eu-west-1,dev,66.28,82.5,10,40.0
2026-02-25,i-prod-003,m5.xlarge,us-east-1,prod,65.09,71.7,24,432.0
2026-03-23,i-ml-001,m5.2xlarge,ap-south-1,prod,42.92,88.19,24,864.0
2026-03-29,i-prod-001,m5.2xlarge,ap-south-1,prod,67.77,72.83,24,864.0
2026-02-25,i-stag-002,t3.medium,us-east-1,staging,56.2,66.39,10,40.0
2026-03-22,i-prod-002,m5.xlarge,ap-south-1,prod,34.86,44.94,24,432.0
2026-04-23,i-dev-004,t3.medium,eu-west-1,dev,37.4,44.15,10,40.0
2026-04-22,i-dev-004,t3.medium,eu-west-1,dev,38.36,48.95,10,40.0
2026-04-08,i-dev-001,t3.medium,ap-south-1,dev,3.3,6.71,24,96.0
2026-03-13,i-test-001,t3.medium,ap-south-1,test,2.85,5.26,24,96.0
2026-03-11,i-test-001,t3.medium,ap-south-1,test,1.01,2.7,24,96.0
2026-04-04,i-prod-001,m5.2xlarge,ap-south-1,prod,44.92,62.75,24,864.0
2026-03-19,i-prod-006,m5.xlarge,us-east-1,prod,67.67,76.86,24,432.0
2026-03-16,i-dev-001,t3.medium,ap-south-1,dev,0.83,3.12,24,96.0
2026-02-05,i-dev-001,t3.medium,ap-south-1,dev,1.01,3.62,24,96.0
2026-03-24,i-dev-002,t3.medium,ap-south-1,dev,2.44,2.58,24,96.0
2026-02-26,i-prod-002,m5.xlarge,ap-south-1,prod,59.45,68.55,24,432.0
2026-03-04,i-stag-002,t3.medium,us-east-1,staging,56.11,69.11,10,40.0
2026-04-11,i-stag-001,t3.large,ap-south-1,staging,61.23,69.67,4,32.0
2026-04-10,i-stag-001,t3.large,ap-south-1,staging,64.4,75.54,10,80.0
2026-04-01,i-ml-001,m5.2xlarge,ap-south-1,prod,24.92,98.08,24,864.0
2026-03-22,i-ml-001,m5.2xlarge,ap-south-1,prod,29.23,82.3,24,864.0
2026-02-12,i-prod-006,m5.xlarge,us-east-1,prod,37.6,46.78,24,432.0
2026-02-07,i-ml-001,m5.2xlarge,ap-south-1,prod,32.63,95.7,24,864.0
