user_id,employee_name,department,tool,license_type,monthly_cost_inr,logins_last_30d,active_days_last_30d,last_login_date,assigned_date,truly_unused,has_ever_logged_in,days_since_last_login,usage_category,annual_cost_inr,is_recommendation_candidate
u-01132,Employee 1132,HR,Salesforce,Standard,12000,33,19,2026-05-22,2024-07-01,0,True,0,active,144000,False
u-01132,Employee 1132,HR,Figma,Premium,2080,86,14,2026-05-22,2026-04-17,0,True,0,active,24960,False
u-01133,Employee 1133,Design,HubSpot,Enterprise,10800,1,1,2026-05-08,2025-12-30,1,True,14,low,129600,True
u-01133,Employee 1133,Design,Slack,Standard,700,67,26,2026-05-22,2023-12-31,0,True,0,active,8400,False
u-01134,Employee 1134,Sales,Notion,Premium,1440,64,15,2026-05-21,2024-04-07,0,True,1,active,17280,False
u-01134,Employee 1134,Sales,Salesforce,Standard,12000,0,0,,2025-06-05,1,False,999,unused,144000,True
u-01135,Employee 1135,Design,Slack,Standard,700,66,24,2026-05-19,2025-02-03,0,True,3,active,8400,False
u-01136,Employee 1136,HR,HubSpot,Enterprise,10800,1,0,2026-05-09,2025-04-23,1,True,13,low,129600,True
u-01136,Employee 1136,HR,Slack,Standard,700,73,26,2026-05-21,2024-06-12,0,True,1,active,8400,False
u-01137,Employee 1137,Engineering,Salesforce,Premium,19200,26,22,2026-05-20,2024-04-28,0,True,2,active,230400,False
u-01137,Employee 1137,Engineering,Slack,Standard,700,74,29,2026-05-20,2026-03-24,0,True,2,active,8400,False
u-01138,Employee 1138,Marketing,GitHub,Standard,1800,1,1,2026-05-10,2024-05-24,1,True,12,low,21600,True
u-01138,Employee 1138,Marketing,Salesforce,Standard,12000,115,23,2026-05-21,2024-12-16,0,True,1,active,144000,False
u-01139,Employee 1139,Legal,Slack,Premium,1120,44,18,2026-05-20,2024-01-05,0,True,2,active,13440,False
u-01139,Employee 1139,Legal,Zoom,Enterprise,2880,50,14,2026-05-21,2024-01-31,0,True,1,active,34560,False
u-01140,Employee 1140,Design,HubSpot,Standard,4500,0,0,,2024-11-01,1,False,999,unused,54000,True
u-01140,Employee 1140,Design,Jira,Standard,1500,2,0,2026-05-12,2023-12-26,1,True,10,low,18000,True
u-01140,Employee 1140,Design,Notion,Premium,1440,106,29,2026-05-20,2026-01-24,0,True,2,active,17280,False
u-01141,Employee 1141,HR,Slack,Premium,1120,48,17,2026-05-20,2024-04-27,0,True,2,active,13440,False
u-01141,Employee 1141,HR,Notion,Premium,1440,0,0,,2024-11-20,1,False,999,unused,17280,True
u-01142,Employee 1142,Design,Zoom,Standard,1200,19,18,2026-05-20,2023-12-15,0,True,2,active,14400,False
u-01143,Employee 1143,Operations,Figma,Standard,1300,2,1,2026-05-11,2024-03-17,1,True,11,low,15600,True
u-01144,Employee 1144,Operations,Zoom,Premium,1920,3,0,2026-03-28,2025-01-13,0,True,55,low,23040,True
u-01144,Employee 1144,Operations,Jira,Enterprise,3600,4,2,2026-05-20,2024-10-27,1,True,2,low,43200,True
u-01145,Employee 1145,Sales,GitHub,Premium,2880,59,26,2026-05-19,2024-10-02,0,True,3,active,34560,False
u-01145,Employee 1145,Sales,Jira,Standard,1500,96,11,2026-05-21,2024-10-25,0,True,1,active,18000,False
u-01145,Employee 1145,Sales,Figma,Premium,2080,30,10,2026-05-22,2024-04-25,0,True,0,active,24960,False
u-01146,Employee 1146,HR,Jira,Standard,1500,61,16,2026-05-19,2025-08-28,0,True,3,active,18000,False
u-01147,Employee 1147,HR,Salesforce,Premium,19200,2,1,2026-04-30,2025-08-13,1,True,22,low,230400,True
u-01148,Employee 1148,Marketing,Slack,Standard,700,58,29,2026-05-20,2025-02-07,0,True,2,active,8400,False
u-01148,Employee 1148,Marketing,Salesforce,Standard,12000,2,1,2026-03-28,2024-10-03,0,True,55,low,144000,True
u-01148,Employee 1148,Marketing,Notion,Premium,1440,113,29,2026-05-20,2026-03-19,0,True,2,active,17280,False
u-01149,Employee 1149,Operations,Figma,Standard,1300,0,0,,2025-04-15,1,False,999,unused,15600,True
u-01149,Employee 1149,Operations,HubSpot,Standard,4500,5,2,2026-05-11,2024-11-05,1,True,11,low,54000,True
u-01150,Employee 1150,Finance,Salesforce,Standard,12000,1,1,2026-05-03,2024-07-17,1,True,19,low,144000,True
u-01151,Employee 1151,Design,Figma,Enterprise,3120,33,26,2026-05-20,2024-01-30,0,True,2,active,37440,False
u-01151,Employee 1151,Design,GitHub,Standard,1800,0,0,,2023-12-17,1,False,999,unused,21600,True
u-01152,Employee 1152,Legal,Jira,Premium,2400,46,17,2026-05-22,2025-04-19,0,True,0,active,28800,False
u-01152,Employee 1152,Legal,HubSpot,Standard,4500,94,13,2026-05-22,2025-06-01,0,True,0,active,54000,False
u-01152,Employee 1152,Legal,Zoom,Premium,1920,84,16,2026-05-21,2025-02-15,0,True,1,active,23040,False
u-01153,Employee 1153,Engineering,Figma,Standard,1300,58,29,2026-05-21,2024-12-19,0,True,1,active,15600,False
u-01153,Employee 1153,Engineering,HubSpot,Standard,4500,0,0,,2025-11-22,1,False,999,unused,54000,True
u-01154,Employee 1154,Sales,Zoom,Standard,1200,0,0,,2023-12-13,1,False,999,unused,14400,True
u-01154,Employee 1154,Sales,Salesforce,Premium,19200,109,23,2026-05-19,2025-01-20,0,True,3,active,230400,False
u-01154,Employee 1154,Sales,Jira,Standard,1500,0,0,,2026-01-07,1,False,999,unused,18000,True
u-01155,Employee 1155,Marketing,Zoom,Premium,1920,90,19,2026-05-20,2024-08-02,0,True,2,active,23040,False
u-01155,Employee 1155,Marketing,Slack,Enterprise,1680,112,29,2026-05-20,2024-08-03,0,True,2,active,20160,False
u-01155,Employee 1155,Marketing,Figma,Premium,2080,96,10,2026-05-21,2024-12-15,0,True,1,active,24960,False
u-01156,Employee 1156,Marketing,Salesforce,Standard,12000,69,27,2026-05-22,2025-01-04,0,True,0,active,144000,False
u-01156,Employee 1156,Marketing,Jira,Standard,1500,69,27,2026-05-19,2024-11-26,0,True,3,active,18000,False
u-01156,Employee 1156,Marketing,HubSpot,Enterprise,10800,23,10,2026-05-19,2026-03-02,0,True,3,active,129600,False
u-01157,Employee 1157,Design,Jira,Standard,1500,37,15,2026-05-19,2024-08-08,0,True,3,active,18000,False
u-01157,Employee 1157,Design,Figma,Standard,1300,36,18,2026-05-19,2026-03-05,0,True,3,active,15600,False
u-01157,Employee 1157,Design,Notion,Enterprise,2160,54,11,2026-05-20,2024-02-13,0,True,2,active,25920,False
u-01157,Employee 1157,Design,Slack,Standard,700,1,1,2026-05-10,2024-04-24,1,True,12,low,8400,True
u-01158,Employee 1158,HR,Notion,Enterprise,2160,1,0,2026-05-01,2024-05-28,0,True,21,low,25920,True
u-01158,Employee 1158,HR,HubSpot,Premium,7200,2,1,2026-05-08,2026-02-11,1,True,14,low,86400,True
u-01159,Employee 1159,Engineering,Slack,Standard,700,87,28,2026-05-22,2026-02-01,0,True,0,active,8400,False
u-01160,Employee 1160,Design,Figma,Standard,1300,111,11,2026-05-20,2024-09-26,0,True,2,active,15600,False
u-01160,Employee 1160,Design,GitHub,Standard,1800,2,1,2026-04-27,2026-02-21,1,True,25,low,21600,True
u-01161,Employee 1161,Operations,GitHub,Standard,1800,26,29,2026-05-21,2025-01-26,0,True,1,active,21600,False
u-01161,Employee 1161,Operations,HubSpot,Standard,4500,24,19,2026-05-20,2026-03-02,0,True,2,active,54000,False
u-01162,Employee 1162,Legal,Salesforce,Standard,12000,58,18,2026-05-20,2025-02-20,0,True,2,active,144000,False
u-01163,Employee 1163,Design,Slack,Standard,700,90,26,2026-05-20,2025-07-08,0,True,2,active,8400,False
u-01163,Employee 1163,Design,Jira,Standard,1500,54,22,2026-05-22,2026-01-10,0,True,0,active,18000,False
u-01164,Employee 1164,Marketing,Zoom,Premium,1920,119,15,2026-05-19,2024-11-02,0,True,3,active,23040,False
u-01165,Employee 1165,Engineering,Slack,Standard,700,80,19,2026-05-20,2024-02-02,0,True,2,active,8400,False
u-01165,Employee 1165,Engineering,GitHub,Standard,1800,18,20,2026-05-20,2025-09-02,0,True,2,active,21600,False
u-01166,Employee 1166,Engineering,GitHub,Standard,1800,59,24,2026-05-20,2025-11-11,0,True,2,active,21600,False
u-01167,Employee 1167,Operations,Figma,Standard,1300,0,0,,2024-12-12,1,False,999,unused,15600,True
u-01167,Employee 1167,Operations,Zoom,Standard,1200,80,21,2026-05-22,2024-09-26,0,True,0,active,14400,False
u-01167,Employee 1167,Operations,Jira,Standard,1500,102,21,2026-05-22,2024-06-27,0,True,0,active,18000,False
u-01168,Employee 1168,Legal,HubSpot,Standard,4500,0,0,,2024-05-17,0,False,999,unused,54000,True
u-01168,Employee 1168,Legal,Salesforce,Standard,12000,56,24,2026-05-21,2025-01-10,0,True,1,active,144000,False
u-01169,Employee 1169,Marketing,GitHub,Standard,1800,1,0,2026-05-02,2024-02-12,1,True,20,low,21600,True
u-01169,Employee 1169,Marketing,Jira,Standard,1500,29,15,2026-05-19,2024-08-31,0,True,3,active,18000,False
u-01170,Employee 1170,Marketing,Figma,Standard,1300,49,12,2026-05-20,2025-01-22,0,True,2,active,15600,False
u-01170,Employee 1170,Marketing,Salesforce,Premium,19200,106,22,2026-05-20,2025-08-15,0,True,2,active,230400,False
u-01170,Employee 1170,Marketing,Jira,Premium,2400,7,4,2026-05-08,2025-04-12,1,True,14,active,28800,False
u-01170,Employee 1170,Marketing,Zoom,Standard,1200,52,18,2026-05-21,2025-05-06,0,True,1,active,14400,False
u-01171,Employee 1171,Finance,Salesforce,Standard,12000,17,28,2026-05-19,2024-07-05,0,True,3,active,144000,False
u-01171,Employee 1171,Finance,Notion,Standard,900,43,12,2026-05-20,2025-10-26,0,True,2,active,10800,False
u-01171,Employee 1171,Finance,Jira,Standard,1500,0,0,,2025-03-10,1,False,999,unused,18000,True
u-01171,Employee 1171,Finance,Zoom,Standard,1200,90,25,2026-05-20,2024-09-12,0,True,2,active,14400,False
u-01172,Employee 1172,Operations,Salesforce,Standard,12000,2,0,2026-04-28,2024-04-22,1,True,24,low,144000,True
u-01172,Employee 1172,Operations,Zoom,Premium,1920,3,0,2026-04-23,2025-11-02,0,True,29,low,23040,True
u-01172,Employee 1172,Operations,Figma,Standard,1300,2,0,2026-04-09,2025-04-16,0,True,43,low,15600,True
u-01173,Employee 1173,HR,GitHub,Standard,1800,114,29,2026-05-20,2025-05-26,0,True,2,active,21600,False
u-01174,Employee 1174,Legal,Slack,Standard,700,1,1,2026-05-02,2025-05-15,0,True,20,low,8400,True
u-01174,Employee 1174,Legal,Figma,Standard,1300,114,16,2026-05-20,2025-06-05,0,True,2,active,15600,False
u-01174,Employee 1174,Legal,HubSpot,Standard,4500,0,0,,2024-11-09,1,False,999,unused,54000,True
u-01175,Employee 1175,Marketing,GitHub,Standard,1800,0,0,,2025-08-02,1,False,999,unused,21600,True
u-01176,Employee 1176,Legal,Notion,Standard,900,68,13,2026-05-20,2025-09-11,0,True,2,active,10800,False
u-01176,Employee 1176,Legal,Zoom,Standard,1200,43,14,2026-05-19,2024-11-16,0,True,3,active,14400,False
u-01177,Employee 1177,Design,Slack,Enterprise,1680,16,27,2026-05-20,2024-02-02,0,True,2,active,20160,False
u-01177,Employee 1177,Design,HubSpot,Premium,7200,3,1,2026-03-27,2025-12-26,0,True,56,low,86400,True
u-01178,Employee 1178,Legal,Jira,Standard,1500,5,2,2026-05-20,2026-01-23,1,True,2,low,18000,True
u-01179,Employee 1179,Design,HubSpot,Standard,4500,24,11,2026-05-19,2024-05-08,0,True,3,active,54000,False
u-01180,Employee 1180,Operations,Salesforce,Premium,19200,88,22,2026-05-21,2024-12-05,0,True,1,active,230400,False
u-01180,Employee 1180,Operations,GitHub,Standard,1800,87,11,2026-05-21,2024-06-30,0,True,1,active,21600,False
u-01180,Employee 1180,Operations,Slack,Standard,700,28,24,2026-05-21,2025-08-12,0,True,1,active,8400,False
u-01181,Employee 1181,Engineering,GitHub,Premium,2880,90,29,2026-05-21,2025-09-15,0,True,1,active,34560,False
u-01182,Employee 1182,Design,Zoom,Enterprise,2880,46,13,2026-05-19,2023-12-21,0,True,3,active,34560,False
u-01182,Employee 1182,Design,Figma,Standard,1300,49,23,2026-05-22,2025-03-26,0,True,0,active,15600,False
u-01183,Employee 1183,Sales,Zoom,Standard,1200,20,18,2026-05-22,2023-12-12,0,True,0,active,14400,False
u-01183,Employee 1183,Sales,Slack,Standard,700,27,20,2026-05-21,2024-08-02,0,True,1,active,8400,False
u-01183,Employee 1183,Sales,Figma,Premium,2080,2,0,2026-04-29,2024-03-15,1,True,23,low,24960,True
u-01184,Employee 1184,Sales,Jira,Standard,1500,21,21,2026-05-21,2025-11-02,0,True,1,active,18000,False
u-01184,Employee 1184,Sales,Salesforce,Standard,12000,89,21,2026-05-20,2024-05-09,0,True,2,active,144000,False
u-01185,Employee 1185,Legal,Salesforce,Enterprise,28800,37,27,2026-05-19,2023-12-12,0,True,3,active,345600,False
u-01185,Employee 1185,Legal,Zoom,Standard,1200,0,0,,2026-04-12,1,False,999,unused,14400,True
u-01186,Employee 1186,Finance,GitHub,Standard,1800,33,25,2026-05-19,2024-04-09,0,True,3,active,21600,False
u-01187,Employee 1187,Operations,HubSpot,Enterprise,10800,0,0,,2024-10-05,1,False,999,unused,129600,True
u-01188,Employee 1188,Design,Slack,Enterprise,1680,38,19,2026-05-20,2024-06-04,0,True,2,active,20160,False
u-01188,Employee 1188,Design,Notion,Premium,1440,54,13,2026-05-22,2024-05-04,0,True,0,active,17280,False
u-01189,Employee 1189,Sales,Jira,Standard,1500,48,27,2026-05-21,2025-07-02,0,True,1,active,18000,False
u-01189,Employee 1189,Sales,Zoom,Standard,1200,27,28,2026-05-20,2026-04-13,0,True,2,active,14400,False
u-01190,Employee 1190,Legal,HubSpot,Enterprise,10800,20,26,2026-05-19,2025-06-21,0,True,3,active,129600,False
u-01190,Employee 1190,Legal,Slack,Standard,700,60,24,2026-05-20,2025-12-17,0,True,2,active,8400,False
u-01190,Employee 1190,Legal,Jira,Standard,1500,17,16,2026-05-21,2024-04-08,0,True,1,active,18000,False
u-01191,Employee 1191,Operations,Notion,Standard,900,109,19,2026-05-21,2025-11-01,0,True,1,active,10800,False
u-01191,Employee 1191,Operations,Slack,Standard,700,1,0,2026-05-07,2025-09-26,1,True,15,low,8400,True
u-01192,Employee 1192,HR,Slack,Standard,700,23,12,2026-05-22,2025-05-27,0,True,0,active,8400,False
u-01193,Employee 1193,HR,Salesforce,Premium,19200,3,0,2026-04-13,2025-08-26,0,True,39,low,230400,True
u-01193,Employee 1193,HR,Jira,Enterprise,3600,1,1,2026-05-07,2026-03-18,1,True,15,low,43200,True
u-01194,Employee 1194,Sales,Zoom,Standard,1200,40,25,2026-05-19,2026-04-08,0,True,3,active,14400,False
u-01195,Employee 1195,Finance,Jira,Standard,1500,0,0,,2025-12-08,1,False,999,unused,18000,True
u-01196,Employee 1196,Finance,Jira,Premium,2400,2,1,2026-05-08,2026-03-12,1,True,14,low,28800,True
u-01196,Employee 1196,Finance,Zoom,Standard,1200,66,12,2026-05-22,2024-01-22,0,True,0,active,14400,False
u-01197,Employee 1197,Design,Salesforce,Enterprise,28800,43,22,2026-05-22,2026-02-23,0,True,0,active,345600,False
u-01197,Employee 1197,Design,Figma,Premium,2080,54,10,2026-05-19,2025-08-12,0,True,3,active,24960,False
u-01197,Employee 1197,Design,Notion,Premium,1440,54,21,2026-05-22,2024-11-24,0,True,0,active,17280,False
u-01198,Employee 1198,Sales,HubSpot,Standard,4500,23,29,2026-05-19,2024-11-28,0,True,3,active,54000,False
u-01198,Employee 1198,Sales,Slack,Standard,700,115,28,2026-05-22,2024-05-21,0,True,0,active,8400,False
u-01199,Employee 1199,Marketing,Salesforce,Premium,19200,1,1,2026-04-30,2025-11-01,0,True,22,low,230400,True
u-01200,Employee 1200,Finance,GitHub,Standard,1800,94,16,2026-05-19,2025-02-01,0,True,3,active,21600,False
u-01200,Employee 1200,Finance,HubSpot,Standard,4500,94,27,2026-05-20,2025-09-03,0,True,2,active,54000,False
u-01200,Employee 1200,Finance,Zoom,Standard,1200,21,25,2026-05-20,2023-12-17,0,True,2,active,14400,False
u-01200,Employee 1200,Finance,Notion,Standard,900,68,14,2026-05-20,2026-01-13,0,True,2,active,10800,False
u-01201,Employee 1201,Design,Figma,Standard,1300,75,15,2026-05-20,2025-11-06,0,True,2,active,15600,False
u-01201,Employee 1201,Design,HubSpot,Standard,4500,39,28,2026-05-19,2024-12-02,0,True,3,active,54000,False
u-01201,Employee 1201,Design,Zoom,Standard,1200,29,22,2026-05-20,2024-04-14,0,True,2,active,14400,False
u-01201,Employee 1201,Design,Jira,Standard,1500,3,1,2026-04-05,2025-05-06,0,True,47,low,18000,True
u-01202,Employee 1202,HR,Jira,Premium,2400,5,4,2026-05-13,2025-07-14,1,True,9,active,28800,False
u-01202,Employee 1202,HR,HubSpot,Standard,4500,40,29,2026-05-19,2025-04-19,0,True,3,active,54000,False
u-01203,Employee 1203,HR,Figma,Enterprise,3120,30,12,2026-05-21,2024-01-23,0,True,1,active,37440,False
u-01203,Employee 1203,HR,GitHub,Enterprise,4320,3,0,2026-04-07,2025-05-06,0,True,45,low,51840,True
u-01204,Employee 1204,Engineering,Salesforce,Enterprise,28800,0,0,,2026-02-23,1,False,999,unused,345600,True
u-01205,Employee 1205,Operations,GitHub,Standard,1800,3,1,2026-04-21,2025-02-09,0,True,31,low,21600,True
u-01205,Employee 1205,Operations,Zoom,Standard,1200,24,26,2026-05-20,2026-04-21,0,True,2,active,14400,False
u-01206,Employee 1206,Engineering,HubSpot,Standard,4500,91,25,2026-05-21,2024-08-17,0,True,1,active,54000,False
u-01206,Employee 1206,Engineering,Salesforce,Standard,12000,42,10,2026-05-19,2025-12-29,0,True,3,active,144000,False
u-01206,Employee 1206,Engineering,Zoom,Enterprise,2880,64,26,2026-05-19,2024-01-23,0,True,3,active,34560,False
u-01206,Employee 1206,Engineering,Notion,Standard,900,3,0,2026-03-27,2025-04-10,0,True,56,low,10800,True
u-01207,Employee 1207,Operations,GitHub,Standard,1800,0,1,,2024-08-14,0,False,999,unused,21600,True
u-01208,Employee 1208,HR,GitHub,Standard,1800,49,11,2026-05-20,2024-11-07,0,True,2,active,21600,False
u-01208,Employee 1208,HR,Slack,Enterprise,1680,0,0,,2025-11-28,1,False,999,unused,20160,True
u-01209,Employee 1209,Marketing,Jira,Standard,1500,0,0,,2024-02-03,1,False,999,unused,18000,True
u-01209,Employee 1209,Marketing,Salesforce,Premium,19200,19,22,2026-05-20,2024-04-14,0,True,2,active,230400,False
u-01210,Employee 1210,Design,Notion,Standard,900,80,12,2026-05-20,2025-10-06,0,True,2,active,10800,False
u-01210,Employee 1210,Design,HubSpot,Enterprise,10800,89,27,2026-05-20,2025-08-15,0,True,2,active,129600,False
u-01211,Employee 1211,Marketing,Salesforce,Standard,12000,37,23,2026-05-20,2024-08-31,0,True,2,active,144000,False
u-01212,Employee 1212,Legal,GitHub,Standard,1800,17,12,2026-05-22,2026-01-17,0,True,0,active,21600,False
u-01212,Employee 1212,Legal,Zoom,Standard,1200,89,26,2026-05-19,2023-12-27,0,True,3,active,14400,False
u-01213,Employee 1213,Design,Figma,Standard,1300,41,24,2026-05-20,2024-07-11,0,True,2,active,15600,False
u-01213,Employee 1213,Design,Jira,Premium,2400,2,1,2026-04-25,2025-08-30,1,True,27,low,28800,True
u-01213,Employee 1213,Design,Notion,Standard,900,72,16,2026-05-20,2025-07-08,0,True,2,active,10800,False
u-01214,Employee 1214,Sales,Jira,Standard,1500,17,14,2026-05-21,2024-05-30,0,True,1,active,18000,False
u-01214,Employee 1214,Sales,Zoom,Standard,1200,16,17,2026-05-19,2026-01-03,0,True,3,active,14400,False
u-01214,Employee 1214,Sales,Notion,Standard,900,83,18,2026-05-21,2024-04-13,0,True,1,active,10800,False
u-01215,Employee 1215,Finance,HubSpot,Standard,4500,53,19,2026-05-20,2025-11-17,0,True,2,active,54000,False
u-01215,Employee 1215,Finance,Notion,Enterprise,2160,96,16,2026-05-20,2024-02-11,0,True,2,active,25920,False
u-01215,Employee 1215,Finance,Zoom,Standard,1200,108,17,2026-05-22,2026-03-31,0,True,0,active,14400,False
u-01216,Employee 1216,HR,Zoom,Premium,1920,95,10,2026-05-19,2026-03-06,0,True,3,active,23040,False
u-01217,Employee 1217,Marketing,GitHub,Standard,1800,35,25,2026-05-19,2024-06-22,0,True,3,active,21600,False
u-01217,Employee 1217,Marketing,Salesforce,Enterprise,28800,116,18,2026-05-20,2024-04-23,0,True,2,active,345600,False
u-01218,Employee 1218,Legal,Zoom,Standard,1200,89,11,2026-05-19,2025-11-10,0,True,3,active,14400,False
u-01219,Employee 1219,HR,Zoom,Standard,1200,103,13,2026-05-20,2024-07-23,0,True,2,active,14400,False
u-01219,Employee 1219,HR,Notion,Premium,1440,98,12,2026-05-19,2024-02-09,0,True,3,active,17280,False
u-01219,Employee 1219,HR,HubSpot,Standard,4500,119,19,2026-05-22,2024-04-27,0,True,0,active,54000,False
u-01220,Employee 1220,Engineering,Jira,Standard,1500,107,19,2026-05-19,2025-10-30,0,True,3,active,18000,False
u-01220,Employee 1220,Engineering,Zoom,Enterprise,2880,117,14,2026-05-21,2024-08-13,0,True,1,active,34560,False
u-01220,Employee 1220,Engineering,Slack,Standard,700,50,22,2026-05-19,2024-05-03,0,True,3,active,8400,False
u-01221,Employee 1221,HR,Figma,Enterprise,3120,2,1,2026-05-04,2025-01-20,1,True,18,low,37440,True
u-01221,Employee 1221,HR,HubSpot,Premium,7200,2,1,2026-04-24,2025-03-20,1,True,28,low,86400,True
u-01221,Employee 1221,HR,Zoom,Standard,1200,88,18,2026-05-19,2025-12-06,0,True,3,active,14400,False
u-01222,Employee 1222,Operations,GitHub,Standard,1800,90,29,2026-05-19,2024-02-28,0,True,3,active,21600,False
u-01223,Employee 1223,HR,HubSpot,Standard,4500,2,0,2026-05-07,2024-09-05,1,True,15,low,54000,True
u-01223,Employee 1223,HR,Figma,Enterprise,3120,23,14,2026-05-19,2025-11-15,0,True,3,active,37440,False
u-01223,Employee 1223,HR,Salesforce,Enterprise,28800,113,24,2026-05-22,2025-10-17,0,True,0,active,345600,False
u-01224,Employee 1224,Legal,Salesforce,Standard,12000,23,23,2026-05-21,2026-01-19,0,True,1,active,144000,False
u-01224,Employee 1224,Legal,Figma,Standard,1300,63,28,2026-05-19,2024-06-23,0,True,3,active,15600,False
u-01225,Employee 1225,Engineering,HubSpot,Enterprise,10800,2,1,2026-05-06,2024-02-02,1,True,16,low,129600,True
u-01226,Employee 1226,Finance,Slack,Enterprise,1680,43,15,2026-05-22,2024-02-25,0,True,0,active,20160,False
u-01226,Employee 1226,Finance,Figma,Premium,2080,73,13,2026-05-19,2024-12-22,0,True,3,active,24960,False
u-01227,Employee 1227,Design,GitHub,Standard,1800,2,1,2026-04-24,2026-03-07,1,True,28,low,21600,True
u-01227,Employee 1227,Design,Jira,Standard,1500,49,29,2026-05-22,2025-01-08,0,True,0,active,18000,False
u-01228,Employee 1228,Sales,Zoom,Premium,1920,116,10,2026-05-20,2024-01-15,0,True,2,active,23040,False
u-01228,Employee 1228,Sales,Slack,Standard,700,110,12,2026-05-21,2024-02-28,0,True,1,active,8400,False
u-01229,Employee 1229,Finance,Notion,Premium,1440,99,20,2026-05-20,2025-03-16,0,True,2,active,17280,False
u-01229,Employee 1229,Finance,Jira,Standard,1500,0,0,,2025-12-03,1,False,999,unused,18000,True
u-01230,Employee 1230,Legal,Zoom,Premium,1920,80,14,2026-05-22,2024-02-12,0,True,0,active,23040,False
u-01230,Employee 1230,Legal,HubSpot,Premium,7200,0,0,,2025-01-03,1,False,999,unused,86400,True
u-01231,Employee 1231,Marketing,Slack,Standard,700,49,27,2026-05-22,2023-12-10,0,True,0,active,8400,False
u-01232,Employee 1232,Legal,Notion,Standard,900,1,0,2026-03-28,2025-03-20,0,True,55,low,10800,True
u-01233,Employee 1233,Marketing,Notion,Premium,1440,81,10,2026-05-20,2025-08-06,0,True,2,active,17280,False
u-01233,Employee 1233,Marketing,HubSpot,Standard,4500,118,10,2026-05-22,2025-12-07,0,True,0,active,54000,False
u-01234,Employee 1234,Sales,Salesforce,Premium,19200,103,25,2026-05-22,2024-05-19,0,True,0,active,230400,False
u-01234,Employee 1234,Sales,Jira,Premium,2400,67,27,2026-05-21,2024-03-08,0,True,1,active,28800,False
u-01235,Employee 1235,HR,Jira,Premium,2400,26,19,2026-05-20,2026-02-21,0,True,2,active,28800,False
u-01236,Employee 1236,Marketing,Zoom,Standard,1200,2,1,2026-04-01,2024-04-28,0,True,51,low,14400,True
u-01236,Employee 1236,Marketing,Jira,Premium,2400,41,26,2026-05-21,2025-08-28,0,True,1,active,28800,False
u-01236,Employee 1236,Marketing,Salesforce,Standard,12000,110,16,2026-05-20,2024-09-03,0,True,2,active,144000,False
u-01236,Employee 1236,Marketing,Slack,Standard,700,68,28,2026-05-19,2024-04-23,0,True,3,active,8400,False
u-01237,Employee 1237,Design,Figma,Enterprise,3120,43,14,2026-05-21,2025-01-04,0,True,1,active,37440,False
u-01237,Employee 1237,Design,Jira,Premium,2400,55,12,2026-05-20,2024-02-18,0,True,2,active,28800,False
u-01237,Employee 1237,Design,HubSpot,Premium,7200,70,14,2026-05-20,2025-05-28,0,True,2,active,86400,False
u-01237,Employee 1237,Design,Notion,Standard,900,99,18,2026-05-21,2025-07-12,0,True,1,active,10800,False
u-01238,Employee 1238,Design,Salesforce,Standard,12000,1,1,2026-04-23,2023-12-31,1,True,29,low,144000,True
u-01238,Employee 1238,Design,HubSpot,Standard,4500,99,15,2026-05-20,2024-07-12,0,True,2,active,54000,False
u-01239,Employee 1239,Finance,Notion,Standard,900,20,20,2026-05-22,2026-01-06,0,True,0,active,10800,False
u-01240,Employee 1240,Sales,Notion,Standard,900,118,18,2026-05-21,2024-02-09,0,True,1,active,10800,False
u-01240,Employee 1240,Sales,Figma,Premium,2080,60,17,2026-05-21,2026-02-08,0,True,1,active,24960,False
u-01241,Employee 1241,Finance,Salesforce,Enterprise,28800,42,26,2026-05-22,2024-04-24,0,True,0,active,345600,False
u-01242,Employee 1242,Sales,Jira,Standard,1500,70,10,2026-05-21,2025-04-27,0,True,1,active,18000,False
u-01242,Employee 1242,Sales,Slack,Standard,700,1,1,2026-04-17,2024-01-15,0,True,35,low,8400,True
u-01243,Employee 1243,Operations,GitHub,Standard,1800,103,27,2026-05-20,2025-07-27,0,True,2,active,21600,False
u-01243,Employee 1243,Operations,Slack,Enterprise,1680,24,20,2026-05-20,2026-03-08,0,True,2,active,20160,False
u-01244,Employee 1244,Engineering,Figma,Enterprise,3120,100,13,2026-05-19,2025-05-20,0,True,3,active,37440,False
u-01244,Employee 1244,Engineering,GitHub,Standard,1800,118,18,2026-05-22,2025-01-26,0,True,0,active,21600,False
u-01245,Employee 1245,HR,Zoom,Enterprise,2880,0,0,,2024-07-14,1,False,999,unused,34560,True
u-01245,Employee 1245,HR,Salesforce,Standard,12000,0,0,,2024-01-12,1,False,999,unused,144000,True
u-01246,Employee 1246,Sales,GitHub,Standard,1800,2,1,2026-05-03,2025-06-08,1,True,19,low,21600,True
u-01247,Employee 1247,HR,HubSpot,Standard,4500,66,23,2026-05-20,2025-06-20,0,True,2,active,54000,False
u-01247,Employee 1247,HR,Notion,Enterprise,2160,96,24,2026-05-19,2025-08-15,0,True,3,active,25920,False
u-01247,Employee 1247,HR,GitHub,Standard,1800,32,17,2026-05-19,2025-06-04,0,True,3,active,21600,False
u-01248,Employee 1248,Operations,Figma,Standard,1300,1,0,2026-04-23,2025-05-05,1,True,29,low,15600,True
u-01248,Employee 1248,Operations,Notion,Premium,1440,29,15,2026-05-21,2025-02-23,0,True,1,active,17280,False
